,loss,acc,testloss,testacc
0,1.5080139115452766,0.29995331168174744,3.186152696609497,0.1
1,0.3135552778840065,0.8709909915924072,4.226733207702637,0.1
2,0.078966319328174,0.9817076325416565,4.628182411193848,0.094000004
3,0.02203479316085577,0.9996650218963623,5.421978950500488,0.11400001
4,0.012852190469857305,0.9986027479171753,2.974055528640747,0.27800003
5,0.012220461620017886,0.9980993866920471,0.09667842835187912,0.97
6,0.014599651418393478,0.9952201843261719,0.042979832738637924,0.98800004
7,0.006123238621512428,1.0,0.038801681250333786,0.99000007
8,0.007282545557245612,0.9969027042388916,0.037298768758773804,0.99200004
9,0.004726007020508405,1.0,0.04167753458023071,0.98800004
10,0.0023396709930239012,1.0,0.038669660687446594,0.98600006
11,0.018869630759581923,0.995863676071167,0.030317256227135658,0.99000007
12,0.006311420307611115,0.9992291331291199,0.06478412449359894,0.98800004
13,0.015568521434033755,0.9942101240158081,0.028871234506368637,0.99200004
14,0.0026049270236399025,1.0,0.03648027777671814,0.99200004
15,0.002184939294238575,0.9996461868286133,0.047284435480833054,0.98800004
16,0.007275575684616342,0.9969027042388916,0.031193584203720093,0.99600005
17,0.0012881050788564608,1.0,0.0317629911005497,0.99200004
18,0.0015326074353652075,1.0,0.02997867949306965,0.99000007
19,0.0010393396005383693,1.0,0.02824677899479866,0.99200004
20,0.00048652756959199905,1.0,0.02972448244690895,0.99000007
21,0.0004308189272705931,1.0,0.02714650332927704,0.99200004
22,0.0004575450911943335,1.0,0.026888804510235786,0.99000007
23,0.001224661617015954,1.0,0.026167364791035652,0.994
24,0.0004920489154756069,1.0,0.029623109847307205,0.994
25,0.0005223740827204892,1.0,0.027772245928645134,0.994
26,0.0004030727777717402,1.0,0.029246019199490547,0.99200004
27,0.0006403671577572823,1.0,0.02665640227496624,0.99200004
28,0.0004938517668051645,1.0,0.028953345492482185,0.994
29,0.00045261326886247844,1.0,0.026072954759001732,0.994
30,0.0002995027225551894,1.0,0.024915801361203194,0.994
31,0.00019845124370476697,1.0,0.02501988597214222,0.994
32,0.00021006064525863621,1.0,0.027428066357970238,0.99200004
33,0.0003261736601416487,1.0,0.02440573088824749,0.994
34,0.000281689968687715,1.0,0.022978400811553,0.994
35,0.0003246221695007989,1.0,0.027571098878979683,0.99200004
36,0.0004182331263109518,1.0,0.027999630197882652,0.99600005
37,0.00025090165399888065,1.0,0.027874432504177094,0.994
38,0.00020351195712464687,1.0,0.022807974368333817,0.99600005
39,0.0001559351567266276,1.0,0.02520819939672947,0.99600005
40,0.000236408319324255,1.0,0.02234434150159359,0.99600005
41,0.00016622487464701408,1.0,0.027002807706594467,0.99600005
42,0.00015839589832467027,1.0,0.028023716062307358,0.99600005
43,0.00012562461188281304,1.0,0.025189464911818504,0.99600005
44,0.00015664882948840386,1.0,0.026059089228510857,0.99600005
45,0.0001282171347156691,1.0,0.02516852505505085,0.99600005
46,0.00012393007091304753,1.0,0.02597772888839245,0.99600005
47,0.00014829644896963146,1.0,0.026596175506711006,0.99600005
48,0.00010379133709648158,1.0,0.022371472790837288,0.99600005
49,8.349865674972534e-05,1.0,0.024751590564846992,0.99600005
50,8.806372079561697e-05,1.0,0.027514399960637093,0.99600005
51,0.0001196837051793409,1.0,0.02400406263768673,0.994
52,0.00011219670977880014,1.0,0.027279451489448547,0.994
53,8.592046788180596e-05,1.0,0.02668028324842453,0.99600005
54,9.525017776468303e-05,1.0,0.02367435395717621,0.994
55,7.134377960937854e-05,1.0,0.02680981531739235,0.99600005
56,0.00010644262692949269,1.0,0.023547716438770294,0.99600005
57,9.833378726398223e-05,1.0,0.02154221571981907,0.994
58,0.00011654421678031213,1.0,0.02434825524687767,0.99600005
59,7.554171679657884e-05,1.0,0.024875661358237267,0.99600005
60,0.00010310122706869151,1.0,0.024095961824059486,0.994
61,7.519079372286797e-05,1.0,0.02270946465432644,0.99600005
62,8.509848271387455e-05,1.0,0.028172722086310387,0.99600005
63,0.00010232152408207185,1.0,0.027031224220991135,0.994
64,6.361091527651297e-05,1.0,0.027018405497074127,0.994
65,5.9386249631643295e-05,1.0,0.027921050786972046,0.994
66,6.573200221282605e-05,1.0,0.02669064886868,0.994
67,6.755786034773337e-05,1.0,0.02372053451836109,0.99600005
68,0.00014006812125444412,1.0,0.029979486018419266,0.99200004
69,7.961587982663332e-05,1.0,0.027785686776041985,0.99200004
70,7.399832838927978e-05,1.0,0.022559527307748795,0.99600005
71,9.063575453183148e-05,1.0,0.02847570925951004,0.99200004
72,0.000111432746052742,1.0,0.02841399796307087,0.99200004
73,7.205940778476361e-05,1.0,0.025198055431246758,0.99600005
74,7.813274851287133e-05,1.0,0.024671688675880432,0.99600005
75,6.254082541090611e-05,1.0,0.02771706134080887,0.994
76,0.0003571292386368441,1.0,0.02153504639863968,0.994
77,0.00012136083023506217,1.0,0.020228074863553047,0.99200004
78,7.747337258479092e-05,1.0,0.02063119038939476,0.99200004
79,7.138252294680569e-05,1.0,0.022787179797887802,0.99200004
80,6.790356701458222e-05,1.0,0.0212957002222538,0.99600005
81,5.730241537094116e-05,1.0,0.020499370992183685,0.99600005
82,9.119389574152592e-05,1.0,0.020894022658467293,0.99600005
83,8.926894497562898e-05,1.0,0.021591046825051308,0.99600005
84,9.166132667814963e-05,1.0,0.021175812929868698,0.99600005
85,4.993705078959465e-05,1.0,0.02017187513411045,0.99600005
86,4.6762731017224723e-05,1.0,0.02150437794625759,0.99600005
87,5.7190936104234424e-05,1.0,0.01964251697063446,0.99600005
88,9.299432895204518e-05,1.0,0.023292064666748047,0.99600005
89,3.291033226560103e-05,1.0,0.021530626341700554,0.99600005
90,3.433097162997001e-05,1.0,0.01992868073284626,0.99600005
91,4.98147680900729e-05,1.0,0.02134602516889572,0.99600005
92,4.512909799814224e-05,1.0,0.019778361544013023,0.99600005
93,3.777137044380652e-05,1.0,0.021244382485747337,0.99600005
94,0.0001447459653718397,1.0,0.01982801780104637,0.99600005
95,4.5078806579113007e-05,1.0,0.01865895465016365,0.99600005
96,2.5555119009368354e-05,1.0,0.019404174759984016,0.99600005
97,7.10572116986441e-05,1.0,0.021510330960154533,0.99600005
98,3.0316784886963433e-05,1.0,0.018988722935318947,0.99600005
99,3.146519884467125e-05,1.0,0.021246837452054024,0.99600005
100,4.212223029753659e-05,1.0,0.020208343863487244,0.99600005
101,5.149003118276596e-05,1.0,0.02019098959863186,0.99600005
102,3.598211333155632e-05,1.0,0.020003441721200943,0.99600005
103,3.5969913028566225e-05,1.0,0.020899606868624687,0.99600005
104,2.1532922971800872e-05,1.0,0.020933346822857857,0.99600005
105,2.6298966304239002e-05,1.0,0.02052510343492031,0.99600005
106,3.6343932151794434e-05,1.0,0.019482195377349854,0.99600005
107,3.836117684841156e-05,1.0,0.02055118791759014,0.99600005
108,4.9434509151069506e-05,1.0,0.0206620953977108,0.99600005
109,2.3524649350292748e-05,1.0,0.023746643215417862,0.99600005
110,2.9546767564170295e-05,1.0,0.01868719980120659,0.99600005
111,3.8030557334423065e-05,1.0,0.01999158225953579,0.99600005
112,3.400128343855613e-05,1.0,0.019389767199754715,0.99600005
113,3.2164342655960354e-05,1.0,0.02028266340494156,0.99600005
114,4.499303167904145e-05,1.0,0.02291923761367798,0.99600005
115,2.9393099225671904e-05,1.0,0.019489629194140434,0.99600005
116,4.5190565288066864e-05,1.0,0.021240906789898872,0.99600005
117,1.3300590239850862e-05,1.0,0.022383207455277443,0.99600005
118,3.891587221005466e-05,1.0,0.022522220388054848,0.99600005
119,3.8738828152418137e-05,1.0,0.023302577435970306,0.99600005
120,2.436581996789755e-05,1.0,0.02292478457093239,0.99600005
121,2.871491005862481e-05,1.0,0.021618623286485672,0.99600005
122,2.5192555085595814e-05,1.0,0.02078990265727043,0.99600005
123,3.0638463840659824e-05,1.0,0.022841179743409157,0.99600005
124,0.00016460046754218638,1.0,0.023286543786525726,0.99600005
125,2.4461187422275543e-05,1.0,0.021898651495575905,0.99600005
126,7.300954166566953e-05,1.0,0.02336016483604908,0.99600005
127,1.8757022928639344e-05,1.0,0.019630292430520058,0.99600005
128,3.054477292607771e-05,1.0,0.020705413073301315,0.99600005
