,loss,acc,testloss,testacc
0,2.3041738867759705,0.08776041865348816,2.30255389213562,0.099999994
1,2.3031747341156006,0.06942708790302277,2.3024110794067383,0.099999994
2,2.300835132598877,0.10307291150093079,2.2996253967285156,0.099999994
3,2.307857632637024,0.11158853769302368,2.290748357772827,0.14999999
4,2.3079625964164734,0.11083333194255829,2.289919376373291,0.099999994
5,2.294751226902008,0.06958333402872086,2.2802443504333496,0.14999999
6,2.259645938873291,0.17640624940395355,2.1508617401123047,0.11
7,2.11950421333313,0.1139322891831398,1.9163942337036133,0.13
8,2.0205607414245605,0.1288541704416275,2.0806450843811035,0.19999999
9,2.0831388235092163,0.19804687798023224,1.9609652757644653,0.29999998
10,1.9902702271938324,0.24244791269302368,2.0935633182525635,0.16
11,1.9734443426132202,0.23828125,1.9194906949996948,0.14999999
12,1.8778507709503174,0.17114582657814026,1.7386000156402588,0.29
13,1.7465957403182983,0.26325520873069763,1.628645896911621,0.35
14,1.6373573541641235,0.37268227338790894,1.4520457983016968,0.59
15,1.3413590490818024,0.575390636920929,1.2015745639801025,0.56
16,1.550882339477539,0.5808854103088379,0.9872089624404907,0.75
17,1.318154513835907,0.5871354341506958,0.7969450354576111,0.9
18,0.8123725205659866,0.8553906083106995,0.6596626043319702,0.84
19,0.6869917213916779,0.8395572900772095,0.5198919773101807,0.85999995
20,0.555604487657547,0.8779947757720947,1.2399680614471436,0.62
21,0.830641932785511,0.6837239265441895,1.1759960651397705,0.57
22,0.6345968693494797,0.7457812428474426,0.41540753841400146,0.85999995
23,0.2926984615623951,0.9159895777702332,0.29867520928382874,0.89
24,0.34079691767692566,0.8934635519981384,0.1290268450975418,0.97999996
25,0.20582398027181625,0.9387239217758179,0.05474807694554329,0.98999995
26,0.11813677661120892,0.9780729413032532,0.09624647349119186,0.96999997
27,0.08907478861510754,0.9800260663032532,0.05591607466340065,0.97999996
28,0.06739864498376846,0.9884375333786011,0.06510990858078003,0.98999995
29,0.046088939532637596,0.9825781583786011,0.0285358764231205,1.0
30,0.03384871780872345,0.9870833158493042,0.03337618708610535,0.98999995
31,0.026915837079286575,0.9831770658493042,0.02685542032122612,0.98999995
32,0.03352155722677708,0.9884375333786011,0.03164935111999512,0.98999995
33,0.02441967837512493,0.9948958158493042,0.033736687153577805,0.98999995
34,0.01655539497733116,0.9974479675292969,0.024332180619239807,1.0
35,0.017819393426179886,0.9954948425292969,0.01877966895699501,1.0
36,0.015322849154472351,0.9915885925292969,0.0209213737398386,0.98999995
37,0.1188877746462822,0.9987499713897705,0.0776529386639595,0.96
38,0.05234094150364399,0.9612500071525574,0.20868916809558868,0.95
39,0.08926204405725002,0.9665104150772095,0.0671774223446846,0.96
40,0.025280211120843887,0.9929426908493042,0.031995631754398346,0.98999995
41,0.03356516174972057,0.9890364408493042,0.025391235947608948,0.98999995
42,0.024276284500956535,0.9890364408493042,0.033756256103515625,0.98999995
43,0.02554079331457615,0.9954948425292969,0.008527526631951332,1.0
44,0.021547927521169186,0.9954948425292969,0.014222507365047932,0.98999995
45,0.020455535501241684,0.9954948425292969,0.029617004096508026,0.98999995
46,0.018630141392350197,0.9954948425292969,0.03800131753087044,0.98999995
47,0.020958242937922478,0.9915885925292969,0.01937086135149002,0.98999995
48,0.022021684795618057,0.9954948425292969,0.04755368083715439,0.97999996
49,0.04285504296422005,0.9864844083786011,0.010113506577908993,1.0
50,0.04266666993498802,0.9839323163032532,0.013071413151919842,1.0
51,0.022885954938828945,0.9870833158493042,0.047467250376939774,0.98999995
52,0.03176433406770229,0.9890364408493042,0.057794973254203796,0.97999996
53,0.021724024787545204,0.9831770658493042,0.02351958304643631,1.0
54,0.019162176176905632,0.9954948425292969,0.020024500787258148,1.0
55,0.024876296520233154,0.9954948425292969,0.01927880197763443,0.98999995
56,0.01370309293270111,0.9954948425292969,0.025659799575805664,0.98999995
57,0.016276847571134567,0.9974479675292969,0.021613674238324165,0.98999995
58,0.01504075899720192,0.9954948425292969,0.011803979985415936,0.98999995
59,0.012538952752947807,0.9954948425292969,0.008077983744442463,1.0
60,0.010649196803569794,0.9954948425292969,0.011551780626177788,1.0
61,0.009685717523097992,0.9915885925292969,0.021983260288834572,1.0
62,0.010379843413829803,0.9954948425292969,0.022484922781586647,1.0
63,0.010098010301589966,0.9954948425292969,0.014105034060776234,1.0
64,0.009398389607667923,0.9954948425292969,0.011082840152084827,1.0
65,0.010343983769416809,0.9954948425292969,0.009437932632863522,1.0
66,0.010108411312103271,0.9954948425292969,0.009617996402084827,1.0
